beschreibung,dauer_tage,budget_eur,land,region,technologie,projekttyp,teamgroesse,jahr,groesse,projekttyp_detail,ai_effizienz_faktor,stundensatz_eur
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Koch Industries. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",13,10156,DE,DE-HE,PHP,Weiterentwicklung,1,2024,klein,Legacy Bugfixing & Weiterentwicklung,0.78,71
"Churn-Prediction-System für Köhler Automotive. Feature Engineering auf 50+ Variablen, XGBoost-Ensemble, SHAP-Erklärbarkeit, automatische Handlungsempfehlungen, A/B-Test-Framework zur Validierung.",228,782207,DE,DE-HE,Python/ML,Neuentwicklung,6,2021,gross,ML Predictive Analytics,0.97,88
"Wartung und Erweiterung des bestehenden WordPress-Systems von Schmidt AG. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",15,7974,DE,DE-NW,PHP,Weiterentwicklung,1,2018,klein,Legacy Bugfixing & Weiterentwicklung,1.0,57
"KPI-Dashboard für Hartmann Health. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",31,17257,DE,DE-SN,JavaScript,Neuentwicklung,1,2022,klein,Dashboard einfach,0.92,65
"Middleware-Lösung für Koch Industries zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",77,139659,DE,DE-BE,Backend,Neuentwicklung,3,2024,mittel,API-Integration Middleware,0.78,81
"Responsive Landing Page für Köhler Automotive mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",13,11806,CH,CH,JavaScript,Neuentwicklung,1,2025,klein,Landing Page,0.72,128
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Krüger Education. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",9,7888,DE,DE-BW,PHP,Weiterentwicklung,1,2025,klein,Legacy Bugfixing & Weiterentwicklung,0.72,76
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Wolf Systems. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",22,11492,DE,DE-SN,PHP,Weiterentwicklung,1,2026,klein,Legacy Bugfixing & Weiterentwicklung,0.68,63
"Migration der Altdaten von Weber Consulting aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",80,139087,AT,AT,Backend,Migration,3,2025,mittel,Datenmigraton,1.0,88
"Internes Mitarbeiterportal für Schmidt AG (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",61,97888,DE,DE-SN,JavaScript,Neuentwicklung,3,2024,mittel,Mitarbeiterportal,0.78,70
"Maßgeschneidertes CRM für Frank Legal mit Kontaktverwaltung, Pipeline-Tracking, E-Mail-Integration via IMAP/SMTP, Aktivitäten-Log, Reporting-Dashboard und CSV-Import für Bestandsdaten.",88,189394,CH,CH,JavaScript,Neuentwicklung,3,2020,mittel,CRM-System,1.0,110
"Analyse-Dashboard für Hartmann Health mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",81,93348,DE,DE-HH,Python/ML,Neuentwicklung,2,2018,mittel,Reporting & Analytics Tool,1.0,82
"Terminbuchungsportal für Weber Consulting (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",23,15603,DE,DE-HH,JavaScript,Neuentwicklung,1,2022,klein,Buchungssystem klein,0.92,80
"WooCommerce-Shop für Zimmermann IT mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",41,28316,CH,CH,PHP,Neuentwicklung,1,2019,klein,Einfacher Online-Shop,1.0,91
"Flutter-App für Koch Industries. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",91,260292,CH,CH,Mobile,Neuentwicklung,3,2022,mittel,Mobile App mittel,0.92,129
"Einzel-Landing-Page für Produktlaunch von Wagner Immobilien. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",7,6024,DE,DE-BW,JavaScript,Neuentwicklung,1,2025,klein,Landing Page,0.72,89
"Middleware-Lösung für Fischer Handel zur Anbindung von 4 Drittsystemen (CRM, ERP, Shop, Versand). Message-Queue via RabbitMQ, Retry-Logik, Monitoring-Dashboard, detailliertes Fehler-Logging.",44,87932,DE,DE-BE,Backend,Neuentwicklung,3,2026,mittel,API-Integration Middleware,0.68,86
"Unternehmenswebsite für Zimmermann IT auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",18,13257,CH,CH,PHP,Neuentwicklung,1,2021,klein,WordPress Website,0.97,96
"B2B-Online-Shop für Neumann Services. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",127,134239,DE,DE-BY,PHP,Neuentwicklung,2,2019,mittel,E-Commerce Platform,1.0,65
"Responsive Landing Page für Koch Industries mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",12,6810,AT,AT,JavaScript,Neuentwicklung,1,2022,klein,Landing Page,0.92,76
"WooCommerce-Shop für Klein Software mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",15,11457,DE,DE-BW,PHP,Neuentwicklung,1,2023,klein,Einfacher Online-Shop,0.85,71
"Management-Dashboard für Weiß Transport zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",27,17175,DE,DE-HE,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,81
"Online-Buchungssystem für Becker & Partner mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",34,21167,DE,DE-HH,JavaScript,Neuentwicklung,1,2023,klein,Buchungssystem klein,0.85,82
"Internes Mitarbeiterportal für Braun Logistics (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",86,162994,DE,DE-HE,JavaScript,Neuentwicklung,3,2025,mittel,Mitarbeiterportal,0.72,86
"Datenmigration für Meier Manufacturing von Oracle 11g auf PostgreSQL 15. Schema-Mapping, Stored-Procedure-Umschreibung, Performance-Tests, Zero-Downtime-Migration mit Dual-Write-Ansatz.",39,68640,DE,DE-BE,Backend,Migration,3,2023,mittel,Datenmigraton,1.0,79
"Ablösung des Legacy-Systems von Hoffmann Solutions (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",339,1241929,DE,DE-BE,Java,Migration,6,2026,gross,Legacy Migration Enterprise,1.0,89
"Krankenhausinformationssystem-Modul für Lange Finance. HL7-Messaging, DICOM-Viewer-Integration, Medikationsplan-Modul nach BMP-Standard, IHE-XDS-Dokumentenmanagement, BSI-Grundschutz.",279,1006092,DE,DE-BE,Java,Neuentwicklung,7,2018,gross,Gesundheitswesenportal,1.0,70
"Unternehmensportal für Becker & Partner (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",135,721079,AT,AT,SAP,Neuentwicklung,6,2025,gross,SAP-Integration Portal,0.72,122
"B2B-Online-Shop für Klein Software. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",113,116913,AT,AT,PHP,Neuentwicklung,2,2022,mittel,E-Commerce Platform,0.92,65
"Online-Buchungssystem für Zimmermann IT mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",54,30552,AT,AT,JavaScript,Neuentwicklung,1,2022,klein,Buchungssystem klein,0.92,76
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Becker Pharma. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",6,9607,CH,CH,PHP,Weiterentwicklung,1,2022,klein,Legacy Bugfixing & Weiterentwicklung,0.92,99
"Unternehmenswebsite für Lange Finance auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",25,11957,DE,DE-HE,PHP,Neuentwicklung,1,2019,klein,WordPress Website,1.0,61
"Vertriebssteuerungs-CRM für Richter Tech. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",80,169248,CH,CH,JavaScript,Neuentwicklung,2,2023,mittel,CRM-System,0.85,120
"Integration-Layer für Braun Logistics. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",48,85508,AT,AT,Backend,Neuentwicklung,2,2026,mittel,API-Integration Middleware,0.68,90
"Analyse-Dashboard für Frank Legal mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",39,73242,DE,DE-BE,Python/ML,Neuentwicklung,3,2020,mittel,Reporting & Analytics Tool,1.0,80
"WordPress-Website für Braun Logistics mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",13,6626,DE,DE-SN,PHP,Neuentwicklung,1,2025,klein,WordPress Website,0.72,61
"Intelligentes Archivierungssystem für Richter Tech. OCR-Pipeline für Papierdokumente, ML-Modell zur Erkennung von Dokumententypen (98% Accuracy), automatische Metadaten-Extraktion, API für Drittsysteme.",197,679216,DE,DE-NW,Python/ML,Neuentwicklung,6,2024,gross,ML Dokumentenmanagement,0.78,94
"Datenmigration für Krause Retail von Oracle 11g auf PostgreSQL 15. Schema-Mapping, Stored-Procedure-Umschreibung, Performance-Tests, Zero-Downtime-Migration mit Dual-Write-Ansatz.",104,79988,DE,DE-SN,Backend,Migration,2,2018,mittel,Datenmigraton,1.0,61
"Wartung und Erweiterung des bestehenden WordPress-Systems von Fischer Handel. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",25,13326,DE,DE-BE,PHP,Weiterentwicklung,1,2024,klein,Legacy Bugfixing & Weiterentwicklung,0.78,66
"Einzel-Landing-Page für Produktlaunch von Lange Finance. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",16,7453,DE,DE-BE,JavaScript,Neuentwicklung,1,2021,klein,Landing Page,0.97,71
"Unternehmensportal für Meier Manufacturing (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",134,708377,CH,CH,SAP,Neuentwicklung,3,2026,gross,SAP-Integration Portal,0.68,192
"Predictive-Analytics-Plattform für Müller GmbH. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",167,333389,DE,DE-BE,Python/ML,Neuentwicklung,3,2026,gross,ML Predictive Analytics,0.68,95
"Migration der Altdaten von Zimmermann IT aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",104,122213,DE,DE-TH,Backend,Migration,3,2019,mittel,Datenmigraton,1.0,61
"HR-Self-Service-Portal für Schwarz Energie (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",93,99213,DE,DE-SN,JavaScript,Neuentwicklung,2,2022,mittel,Mitarbeiterportal,0.92,65
"Event-Ticketing-System für Schmidt AG. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",63,77494,AT,AT,JavaScript,Neuentwicklung,2,2021,mittel,Buchungssystem mittel,0.97,74
"Cross-Platform-App (iOS & Android) für Krüger Education mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",70,121199,DE,DE-BW,Mobile,Neuentwicklung,2,2024,mittel,Mobile App mittel,0.78,96
"Event-Ticketing-System für Frank Legal. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",71,100028,DE,DE-BY,JavaScript,Neuentwicklung,2,2023,mittel,Buchungssystem mittel,0.85,86
"Wartung und Erweiterung des bestehenden WordPress-Systems von Braun Logistics. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",15,8905,AT,AT,PHP,Weiterentwicklung,1,2019,klein,Legacy Bugfixing & Weiterentwicklung,1.0,59
"Cross-Platform-App (iOS & Android) für Meier Manufacturing mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",128,161410,AT,AT,Mobile,Neuentwicklung,2,2019,mittel,Mobile App mittel,1.0,77
"Unternehmensportal für Klein Software (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",212,441393,DE,DE-SN,SAP,Neuentwicklung,3,2024,gross,SAP-Integration Portal,0.78,101
"Churn-Prediction-System für Weiß Transport. Feature Engineering auf 50+ Variablen, XGBoost-Ensemble, SHAP-Erklärbarkeit, automatische Handlungsempfehlungen, A/B-Test-Framework zur Validierung.",206,479554,DE,DE-TH,Python/ML,Neuentwicklung,4,2023,gross,ML Predictive Analytics,0.85,76
"Krankenhausinformationssystem-Modul für Wolf Systems. HL7-Messaging, DICOM-Viewer-Integration, Medikationsplan-Modul nach BMP-Standard, IHE-XDS-Dokumentenmanagement, BSI-Grundschutz.",282,643840,DE,DE-BE,Java,Neuentwicklung,3,2021,gross,Gesundheitswesenportal,0.97,76
"B2B-Online-Shop für Becker Pharma. Shopware 6, kundenspezifische Preislisten, Bestelllimits, CSV-Massenimport, ERP-Schnittstelle zu SAP Business One, Rechnungsstellung per EDI.",69,147840,CH,CH,PHP,Neuentwicklung,3,2020,mittel,E-Commerce Platform,1.0,92
"Migration der Altdaten von Zimmermann IT aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",63,63631,DE,DE-SN,Backend,Migration,2,2024,mittel,Datenmigraton,1.0,72
"Terminbuchungsportal für Bauer Digital (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",28,17843,DE,DE-HH,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,78
"Integration-Layer für Schwarz Energie. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",76,101595,AT,AT,Backend,Neuentwicklung,2,2024,mittel,API-Integration Middleware,0.78,85
"Wartung und Erweiterung des bestehenden WordPress-Systems von Frank Legal. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",18,10735,DE,DE-BE,PHP,Weiterentwicklung,1,2023,klein,Legacy Bugfixing & Weiterentwicklung,0.85,64
"Maßgeschneiderte E-Commerce-Plattform für Koch Industries mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",155,137066,DE,DE-SN,PHP,Neuentwicklung,2,2020,mittel,E-Commerce Platform,1.0,52
"Vertriebssteuerungs-CRM für Müller GmbH. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",69,139352,CH,CH,JavaScript,Neuentwicklung,2,2024,mittel,CRM-System,0.78,124
"Analyse-Dashboard für Fischer Handel mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",39,65086,DE,DE-BY,Python/ML,Neuentwicklung,2,2024,mittel,Reporting & Analytics Tool,0.78,103
"HR-Self-Service-Portal für Krause Retail (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",114,113933,DE,DE-BE,JavaScript,Neuentwicklung,2,2022,mittel,Mitarbeiterportal,0.92,73
"WordPress-Website für Bauer Digital mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",21,12914,DE,DE-BY,PHP,Neuentwicklung,1,2022,klein,WordPress Website,0.92,71
"Unternehmenswebsite für Maier Group auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",21,8686,DE,DE-SN,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,59
"Digitales Patientenportal für Weber Consulting mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",443,1811012,AT,AT,Java,Neuentwicklung,7,2024,gross,Gesundheitswesenportal,0.78,88
"KPI-Dashboard für Schmidt AG. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",36,23847,AT,AT,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,78
"Predictive-Analytics-Plattform für Krause Retail. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",128,574861,DE,DE-BW,Python/ML,Neuentwicklung,6,2024,gross,ML Predictive Analytics,0.78,100
"Cross-Platform-App (iOS & Android) für Krüger Education mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",97,133856,DE,DE-TH,Mobile,Neuentwicklung,3,2022,mittel,Mobile App mittel,0.92,71
"Digitalisierungsplattform für Zimmermann IT. ASP.NET Core, Blazor WebAssembly Frontend, Azure Service Bus, 15 Microservices, DevOps-Pipeline mit automatisierten Tests, ITIL-konformes Change Management.",281,842290,DE,DE-BE,.NET,Neuentwicklung,6,2024,gross,.NET Enterprise Platform,0.78,81
"Migration der Altdaten von Fischer Handel aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",67,99100,DE,DE-NW,Backend,Migration,3,2023,mittel,Datenmigraton,1.0,82
"Maßgeschneidertes CRM für Becker & Partner mit Kontaktverwaltung, Pipeline-Tracking, E-Mail-Integration via IMAP/SMTP, Aktivitäten-Log, Reporting-Dashboard und CSV-Import für Bestandsdaten.",57,90098,DE,DE-TH,JavaScript,Neuentwicklung,3,2024,mittel,CRM-System,0.78,68
"Terminbuchungsportal für Müller GmbH (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",31,23235,DE,DE-SN,JavaScript,Neuentwicklung,1,2023,klein,Buchungssystem klein,0.85,67
"WooCommerce-Shop für Lange Finance mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",47,22258,DE,DE-HH,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,63
"Integration-Layer für Weber Consulting. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",66,139797,CH,CH,Backend,Neuentwicklung,2,2024,mittel,API-Integration Middleware,0.78,129
"Einzel-Landing-Page für Produktlaunch von Braun Logistics. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",10,6714,AT,AT,JavaScript,Neuentwicklung,1,2026,klein,Landing Page,0.68,86
"Analyse-Dashboard für Becker & Partner mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",44,61183,DE,DE-HH,Python/ML,Neuentwicklung,2,2021,mittel,Reporting & Analytics Tool,0.97,90
"Vertriebssteuerungs-CRM für Weber Consulting. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",71,75853,DE,DE-TH,JavaScript,Neuentwicklung,2,2024,mittel,CRM-System,0.78,68
"Unternehmenswebsite für Krüger Education auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",17,14266,CH,CH,PHP,Neuentwicklung,1,2022,klein,WordPress Website,0.92,99
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Schmidt AG. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",8,5514,DE,DE-SN,PHP,Weiterentwicklung,1,2023,klein,Legacy Bugfixing & Weiterentwicklung,0.85,57
"Digitales Patientenportal für Schmidt AG mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",248,697769,DE,DE-TH,Java,Neuentwicklung,5,2025,gross,Gesundheitswesenportal,0.72,75
"REST API für Frank Legal mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",19,23872,CH,CH,Backend,Neuentwicklung,1,2023,klein,REST API einfach,0.85,126
"Unternehmensweite Prozessplattform für Richter Tech auf .NET 8 Basis. Workflow-Engine für 20 Genehmigungsprozesse, Power BI Embedded für Berichte, Azure AD Integration, On-Premise-Deployment auf Kundensystemen.",252,882335,DE,DE-NW,.NET,Neuentwicklung,7,2018,gross,.NET Enterprise Platform,1.0,71
"KPI-Dashboard für Becker & Partner. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",22,11783,DE,DE-HE,JavaScript,Neuentwicklung,1,2018,klein,Dashboard einfach,1.0,70
"Online-Buchungssystem für Schmidt AG mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",28,16690,DE,DE-TH,JavaScript,Neuentwicklung,1,2026,klein,Buchungssystem klein,0.68,72
"Unternehmensweite Prozessplattform für Koch Industries auf .NET 8 Basis. Workflow-Engine für 20 Genehmigungsprozesse, Power BI Embedded für Berichte, Azure AD Integration, On-Premise-Deployment auf Kundensystemen.",219,414211,DE,DE-TH,.NET,Neuentwicklung,3,2022,gross,.NET Enterprise Platform,0.92,67
"Maßgeschneidertes CRM für Braun Logistics mit Kontaktverwaltung, Pipeline-Tracking, E-Mail-Integration via IMAP/SMTP, Aktivitäten-Log, Reporting-Dashboard und CSV-Import für Bestandsdaten.",61,78959,DE,DE-HE,JavaScript,Neuentwicklung,3,2020,mittel,CRM-System,1.0,74
"Digitalisierungsplattform für Meier Manufacturing. ASP.NET Core, Blazor WebAssembly Frontend, Azure Service Bus, 15 Microservices, DevOps-Pipeline mit automatisierten Tests, ITIL-konformes Change Management.",308,1916984,CH,CH,.NET,Neuentwicklung,7,2021,gross,.NET Enterprise Platform,0.97,118
"Integration-Layer für Schäfer Insurance. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",10,39666,DE,DE-SN,Backend,Neuentwicklung,3,2024,mittel,API-Integration Middleware,0.78,72
"Responsive Landing Page für Fischer Handel mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",10,6419,DE,DE-NW,JavaScript,Neuentwicklung,1,2025,klein,Landing Page,0.72,84
"WooCommerce-Shop für Maier Group mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",42,20333,AT,AT,PHP,Neuentwicklung,1,2021,klein,Einfacher Online-Shop,0.97,63
"KPI-Dashboard für Richter Tech. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",25,13250,DE,DE-SN,JavaScript,Neuentwicklung,1,2024,klein,Dashboard einfach,0.78,70
"Cross-Platform-App (iOS & Android) für Schwarz Energie mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",113,244076,CH,CH,Mobile,Neuentwicklung,2,2023,mittel,Mobile App mittel,0.85,132
"Unternehmensportal für Zimmermann IT (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",235,588234,AT,AT,SAP,Neuentwicklung,3,2025,gross,SAP-Integration Portal,0.72,122
